option,geography_level,geography_id,total_records,sex_available,sex_female,sex_male,sex_unknown_or_missing,age_available,age_under_1,age_1_4,age_5_14,age_15_24,age_25_44,age_45,age_unknown,lab_available,lab_positive,lab_negative,lab_other,lab_missing,doses_available,doses_0,doses_1,doses_2,doses_unknown_or_missing,case_definition_available,case_definition_yes,case_definition_no,case_definition_unknown_or_missing,onset_year_available,onset_year_2017,onset_year_2018,onset_year_2019,onset_year_2020,onset_year_2021,onset_year_2022,onset_year_2023,onset_year_unknown
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0215,388,yes,183,205,0,no,,,,,,,,no,,,,,yes,219,51,30,88,no,,,,yes,0,0,0,0,0,0,0,388
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0216,54,yes,28,26,0,no,,,,,,,,no,,,,,no,,,,,yes,7,0,47,yes,0,0,0,0,0,0,0,54
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0218,10,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,10
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0219,7,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,7
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0222,3,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0223,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0224,3,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0225,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0227,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0228,11,yes,5,6,0,no,,,,,,,,no,,,,,yes,0,0,0,11,no,,,,yes,0,0,0,0,0,0,0,11
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0231,34,yes,18,16,0,yes,6,22,6,0,0,0,0,yes,0,0,0,34,yes,11,6,0,17,no,,,,yes,0,0,0,0,0,0,0,34
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0232,3,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0234,3,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0236,19,yes,9,10,0,no,,,,,,,,no,,,,,yes,7,7,0,5,no,,,,yes,0,0,0,0,0,0,0,19
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0237,5,yes,5,0,0,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,5
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0238,4,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0239,234,no,,,,yes,47,122,54,6,5,0,0,no,,,,,yes,11,8,0,215,yes,13,6,215,yes,0,0,0,0,0,0,0,234
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0240,5,no,,,,no,,,,,,,,yes,5,0,0,0,no,,,,,no,,,,yes,0,0,0,0,0,0,0,5
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0242,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0243,7,no,,,,no,,,,,,,,yes,0,0,0,7,yes,0,0,0,7,yes,0,0,7,yes,0,0,0,0,0,0,0,7
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0244,6,no,,,,yes,0,6,0,0,0,0,0,no,,,,,yes,0,0,0,6,yes,0,0,6,yes,0,0,0,0,0,0,0,6
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0245,5,no,,,,no,,,,,,,,yes,5,0,0,0,no,,,,,no,,,,yes,0,0,0,0,0,0,0,5
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0246,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0247,8,no,,,,no,,,,,,,,yes,0,0,0,8,yes,0,0,0,8,yes,0,0,8,yes,0,0,0,0,0,0,0,8
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0249,10,no,,,,no,,,,,,,,yes,0,0,0,10,yes,0,0,0,10,yes,0,0,10,yes,0,0,0,0,0,0,0,10
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0250,7,no,,,,no,,,,,,,,yes,0,7,0,0,yes,0,0,0,7,yes,0,0,7,yes,0,0,0,0,0,0,0,7
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0251,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0254,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0255,37,yes,18,19,0,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,37
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0262,7,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,7
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0263,7,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,7
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0264,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0265,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0266,6,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,6
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0268,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0269,5,yes,5,0,0,yes,0,5,0,0,0,0,0,yes,0,0,0,5,yes,0,0,0,5,yes,0,0,5,yes,0,0,0,0,0,0,0,5
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0271,4,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0273,3,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0274,4,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0275,5,no,,,,no,,,,,,,,yes,0,0,0,5,yes,0,0,0,5,yes,0,0,5,yes,0,0,0,0,0,0,0,5
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0278,7,no,,,,no,,,,,,,,no,,,,,no,,,,,yes,7,0,0,yes,0,0,0,0,0,0,0,7
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0280,4,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0281,16,yes,6,10,0,no,,,,,,,,no,,,,,no,,,,,yes,6,0,10,yes,0,0,0,0,0,0,0,16
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0282,19,yes,5,14,0,no,,,,,,,,no,,,,,no,,,,,yes,5,0,14,yes,0,0,0,0,0,0,0,19
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0283,4,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0284,3,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0285,4,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0286,16,yes,9,7,0,no,,,,,,,,yes,0,0,0,16,yes,0,0,0,16,yes,0,0,16,yes,0,0,0,0,0,0,0,16
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0287,6,no,,,,no,,,,,,,,yes,0,6,0,0,no,,,,,no,,,,yes,0,0,0,0,0,0,0,6
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0288,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0291,60,yes,21,39,0,no,,,,,,,,no,,,,,no,,,,,yes,38,0,22,yes,0,0,0,0,0,0,0,60
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0292,3,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0293,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0294,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0295,5,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,5
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0303,7,no,,,,no,,,,,,,,no,,,,,yes,0,0,0,7,yes,0,0,7,yes,0,0,0,0,0,0,0,7
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0304,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0306,7,yes,0,7,0,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,7
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0307,6,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,6
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0309,58,yes,31,27,0,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,58
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0311,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0312,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0313,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0314,13,yes,6,7,0,no,,,,,,,,yes,0,0,0,13,no,,,,,yes,13,0,0,yes,0,0,0,0,0,0,0,13
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0316,14,yes,7,7,0,no,,,,,,,,no,,,,,no,,,,,yes,7,0,7,yes,0,0,0,0,0,0,0,14
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0319,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0320,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0321,5,no,,,,no,,,,,,,,yes,5,0,0,0,no,,,,,no,,,,yes,0,0,0,0,0,0,0,5
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0322,5,no,,,,no,,,,,,,,yes,0,0,0,5,yes,0,0,0,5,yes,0,0,5,yes,0,0,0,0,0,0,0,5
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0323,55,no,,,,no,,,,,,,,no,,,,,yes,0,0,0,55,yes,0,0,55,yes,0,0,0,0,0,0,0,55
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0324,13,no,,,,no,,,,,,,,no,,,,,no,,,,,yes,6,0,7,yes,0,0,0,0,0,0,0,13
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0326,3,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0327,5,no,,,,no,,,,,,,,yes,0,0,0,5,yes,0,0,0,5,yes,0,0,5,yes,0,0,0,0,0,0,0,5
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0329,5,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,yes,0,0,0,0,0,0,0,5
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0330,2,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0331,3,no,,,,no,,,,,,,,no,,,,,no,,,,,no,,,,no,,,,,,,,
k2_singleton_rollup,pseudonymous_reporting_unit,RU-0333,15,yes,10,5,0,no,,,,,,,,yes,0,0,0,15,yes,0,0,0,15,yes,0,0,15,yes,0,0,0,0,0,0,0,15
